БРАЗИЛИЯ: Копа де Нордесте 1,10,Витория - Мото Клуб ,1:0,http://m.myscore.ru/match/EPkFnojk/?s=2,10,Тотал больше 2.5 [alg A]
БОЛИВИЯ: Division Profesional - Апертура 1,41,Реал Потоси - Гуабира ,1:1,http://m.myscore.ru/match/ddyWHXql/?s=2,10,Тотал больше 3  [alg C1]
БРАЗИЛИЯ: Чемпионат Параенсе 1,39,Кастаньял - Индепенденте ПА ,1:2,http://m.myscore.ru/match/CMKKXwQh/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
АРГЕНТИНА: Предсезонный турнир 1,36,Расинг - Росарио Сентраль ,1:0,http://m.myscore.ru/match/vVmH0G4H/?s=2,10,"Тотал больше 2  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
МЕКСИКА: Высший дивизион - Клаусура 1,41,Тигрес - Крус Асуль ,0:1,http://m.myscore.ru/match/hQJGwhPb/?s=2,10,Тотал больше 2  [alg C1]
АВСТРАЛИЯ: Лига А 1,26,Мельбурн Виктори - Веллингтон Феникс ,1:2,http://m.myscore.ru/match/Sj8RAS8I/?s=2,10,Тотал больше 4  [alg C1]
ИСПАНИЯ: Сегунда Б - группа 4 1,33,Хумилья - Линенсе ,1:1,http://m.myscore.ru/match/29nMkEdE/?s=2,10,"Тотал больше 3  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
ИСПАНИЯ: Сегунда Б - группа 1 1,34,Фуэнлабада - Гихуэло ,2:0,http://m.myscore.ru/match/UgRCtDo4/?s=2,10,Тотал больше 3.5 [alg C2]
БРАЗИЛИЯ: Чемпионат Минейро 1,34,Вилла-Нова - Tupynambas ,1:0,http://m.myscore.ru/match/6XTJGF6L/?s=2,10,Тотал больше 2.5 [alg A]
ТУРЦИЯ: Суперлига 1,38,Аланияспор - Сивасспор ,1:0,http://m.myscore.ru/match/IwO56JwQ/?s=2,10,"Тотал больше 2  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
ГЕРМАНИЯ: Бундеслига 1,10,Шальке - Вольфсбург ,0:0,http://m.myscore.ru/match/4CiujoJd/?s=2,10,"Тотал больше 2  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
АЗИЯ: Кубок Азии - Плей-офф 1,42,Иран - Оман ,2:0,http://m.myscore.ru/match/MerLhwY6/?s=2,10,Тотал больше 3.5 [alg C2]
ГРЕЦИЯ: Суперлига 1,21,АЕК - Астерас ,2:0,http://m.myscore.ru/match/23iwybwh/?s=2,10,Тотал больше 4.5 [alg C2]
ФРАНЦИЯ: Кубок Франции 1,32,Мец - Орлеан ,0:1,http://m.myscore.ru/match/xldwXUcA/?s=2,10,Тотал больше 2  [alg C1]
АНГЛИЯ: Трофей ФА 1,45,Хемел Хэмпстед - Солихалл ,0:2,http://m.myscore.ru/match/Ch1leLVd/?s=2,10,Тотал больше 3.5 [alg C2]
ИЗРАИЛЬ: Кубок Израиля 1,15,MS Kafr Qasim - Хапоэль Хадера ,0:2,http://m.myscore.ru/match/hpfKebIS/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
ЗАМБИЯ: Суперлига 1,25,Зеско Юнайтед - Nakambala Leopards ,2:0,http://m.myscore.ru/match/lh3xV7Qk/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
ЗАМБИЯ: Суперлига 1,26,Нкана - NAPSA Stars ,1:1,http://m.myscore.ru/match/hbkYZHTE/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
ИРАН: Премьер-лига 1,29,Персеполис - Падидех Хорасан ,1:0,http://m.myscore.ru/match/67IJ7Lzb/?s=2,10,Тотал больше 2.5 [alg A]
ИНДИЯ: Суперлига 1,18,Бангалор - Керала Бластерс ,0:1,http://m.myscore.ru/match/0MiYqoHu/?s=2,10,Тотал больше 2  [alg C1]
ШОТЛАНДИЯ: Премьер-лига 1,20,Данди - Килмарнок ,1:1,http://m.myscore.ru/match/pviMLtIj/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
ШОТЛАНДИЯ: Премьер-лига 1,44,Абердин - Рейнджерс ,1:3,http://m.myscore.ru/match/jwZmvkYH/?s=2,10,"Тотал больше 5  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
НИКАРАГУА: Примера - Клаусура 1,19,Окоталь - Ферретти ,0:2,http://m.myscore.ru/match/p2iqxS0F/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
ЮЖНАЯ АМЕРИКА: Кубок Либертадорес - Квалификация 1,23,Дельфин (Эка) - Каракас (Вен) ,1:0,http://m.myscore.ru/match/nH4ruQkS/?s=2,10,Тотал больше 2.5 [alg A]
БОЛИВИЯ: Division Profesional - Апертура 1,45,Спортс Бойс - Ориенте Петролеро ,1:1,http://m.myscore.ru/match/6TZHTk0c/?s=2,10,"Тотал больше 3  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
БРАЗИЛИЯ: Чемпионат Пернамбукано - Первый этап 1,25,Афогадос да Ингасейра - Салгейру ,1:2,http://m.myscore.ru/match/2i1FZpPT/?s=2,10,"Тотал больше 4  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
БРАЗИЛИЯ: Кубок Бразилии 1,40,Итабайана - Парана ,0:3,http://m.myscore.ru/match/h257fb52/?s=2,10,"Тотал больше 4  [alg C1]
[ПОНИЖЕННАЯ ПРОХОДИМОСТЬ]"
